client_id,contact_number,current_product,monthly_fee,avg_balance,monthly_transactions,digital_logins,support_tickets,account_age_months,international_transfers
CLT-00351,+33 625 700265,Savings Plus,7.75,30226.98,41,22,0,16,1
CLT-00352,+33 640 434963,Checking,0.0,10563.65,35,54,1,2,0
CLT-00353,+33 636 958840,Savings Plus,6.18,5455.82,65,20,0,41,1
CLT-00354,+33 687 228432,Checking,1.07,8460.18,47,12,0,8,5
CLT-00355,+33 616 722760,Checking,0.0,13940.49,12,40,2,7,0
CLT-00356,+33 616 887890,Private Banking,44.76,425003.11,50,10,1,69,0
CLT-00357,+33 615 808107,Savings Plus,7.34,18478.06,27,8,0,58,1
CLT-00358,+33 685 885157,Premium Account,16.6,35419.09,59,55,3,60,5
CLT-00359,+33 698 395906,Savings Plus,6.93,16155.58,19,22,1,38,0
CLT-00360,+33 610 118618,Checking,0.36,55505.31,139,46,1,17,10
CLT-00361,+33 666 804054,Premium Account,22.94,20099.25,27,56,0,1,2
CLT-00362,+33 690 182761,Savings Plus,8.26,5302.21,30,39,2,17,1
CLT-00363,+33 643 597403,Private Banking,45.87,278850.22,53,28,2,54,1
CLT-00364,+33 683 592546,Savings Plus,6.94,36735.8,61,46,1,22,2
CLT-00365,+33 657 649021,Checking,3.99,9029.89,10,12,1,14,4
CLT-00366,+33 682 649967,Savings Plus,3.0,23631.24,46,44,1,21,1
CLT-00367,+33 621 989144,Premium Account,20.95,47807.4,87,58,1,38,0
CLT-00368,+33 691 857634,Checking,4.08,11597.96,30,25,0,4,1
CLT-00369,+33 697 114842,Checking,0.0,12645.45,29,31,0,10,0
CLT-00370,+33 624 759286,Checking,4.22,2739.45,22,53,1,14,0
CLT-00371,+33 650 877312,Savings Plus,8.96,49894.16,21,35,0,20,0
CLT-00372,+33 640 569677,Premium Account,19.6,112584.22,65,32,1,35,0
CLT-00373,+33 629 376096,Private Banking,48.86,444293.34,48,46,3,13,1
CLT-00374,+33 622 239532,Checking,3.22,12391.52,20,47,0,9,3
CLT-00375,+33 676 801421,Premium Account,19.39,100071.3,50,21,1,37,2
CLT-00376,+33 681 379913,Checking,4.18,99837.28,138,29,3,22,0
CLT-00377,+33 631 321828,Savings Plus,4.0,47099.79,15,15,0,30,0
CLT-00378,+33 630 417421,Savings Plus,5.56,32115.05,53,22,0,20,0
CLT-00379,+33 679 896645,Checking,1.92,12614.94,36,41,3,4,0
CLT-00380,+33 667 610995,Private Banking,43.43,266273.36,55,16,2,39,1
CLT-00381,+33 669 780289,Checking,0.0,87108.33,75,24,0,18,3
CLT-00382,+33 644 885312,Checking,0.22,4984.12,18,13,0,22,3
CLT-00383,+33 644 316425,Checking,2.76,13671.01,45,28,0,7,3
CLT-00384,+33 628 932010,Savings Plus,5.42,32487.1,31,53,2,5,0
CLT-00385,+33 674 538340,Checking,0.98,81650.0,75,15,2,11,3
CLT-00386,+33 618 809043,Savings Plus,3.65,6750.99,48,46,1,32,0
CLT-00387,+33 647 616649,Checking,0.0,60101.86,139,42,1,7,2
CLT-00388,+33 615 961962,Premium Account,21.31,93419.51,81,46,3,46,1
CLT-00389,+33 660 563445,Premium Account,20.47,113468.32,55,51,0,41,2
CLT-00390,+33 648 290643,Private Banking,49.55,383847.8,65,36,3,18,0
CLT-00391,+33 667 290074,Private Banking,46.09,389894.49,67,15,0,33,0
CLT-00392,+33 686 872113,Premium Account,17.4,107639.48,45,33,0,18,2
CLT-00393,+33 631 248570,Savings Plus,9.49,16774.47,30,59,1,3,0
CLT-00394,+33 639 363376,Checking,2.63,7932.02,23,56,1,18,2
CLT-00395,+33 682 782218,Premium Account,16.55,69130.35,70,57,1,10,2
CLT-00396,+33 617 933820,Checking,0.0,13953.94,48,43,0,4,0
CLT-00397,+33 653 800523,Checking,2.54,8653.78,36,27,0,2,0
CLT-00398,+33 634 809504,Checking,2.66,792.09,16,56,1,11,1
CLT-00399,+33 698 485032,Checking,0.73,1393.13,27,20,0,176,1
CLT-00400,+33 671 357465,Savings Plus,6.81,6398.79,54,23,0,18,3
CLT-00401,+33 617 495867,Savings Plus,5.03,23618.4,40,42,3,91,1
CLT-00402,+33 613 900285,Premium Account,22.71,85262.8,64,45,1,29,1
CLT-00403,+33 649 643477,Checking,0.74,4526.62,24,17,0,5,1
CLT-00404,+33 681 298451,Checking,0.41,909.18,37,22,3,24,0
CLT-00405,+33 682 207891,Savings Plus,3.78,21678.27,26,59,1,1,3
CLT-00406,+33 646 890975,Checking,2.99,10903.42,46,58,1,1,3
CLT-00407,+33 653 564272,Premium Account,20.64,45477.24,34,33,2,14,1
CLT-00408,+33 692 782517,Savings Plus,8.67,13654.13,22,34,1,17,5
CLT-00409,+33 612 527076,Premium Account,19.58,74701.62,78,52,0,39,2
CLT-00410,+33 644 878308,Savings Plus,4.52,34720.75,38,24,3,29,1
CLT-00411,+33 668 578284,Savings Plus,9.37,42289.15,22,37,0,1,1
CLT-00412,+33 655 423914,Checking,0.0,9911.97,29,15,0,20,5
CLT-00413,+33 686 365794,Checking,4.13,3541.53,13,28,0,67,2
CLT-00414,+33 695 152607,Checking,0.0,14841.63,47,22,0,9,1
CLT-00415,+33 626 488880,Checking,0.0,1810.2,29,12,1,12,7
CLT-00416,+33 694 718408,Checking,0.0,44161.6,64,40,1,5,2
CLT-00417,+33 621 520077,Savings Plus,4.54,21743.53,18,59,1,51,2
CLT-00418,+33 698 862024,Checking,0.0,3946.86,10,23,1,12,2
CLT-00419,+33 615 545770,Savings Plus,4.29,15843.97,44,13,0,32,0
CLT-00420,+33 624 683661,Checking,1.84,1123.55,32,29,0,1,2
CLT-00421,+33 632 952202,Checking,3.58,5065.74,46,40,1,35,5
CLT-00422,+33 669 155753,Savings Plus,3.87,33816.88,45,22,0,39,3
CLT-00423,+33 676 532503,Premium Account,22.47,95350.06,33,19,1,56,2
CLT-00424,+33 631 689241,Premium Account,19.14,86903.74,60,51,2,14,1
CLT-00425,+33 649 627522,Savings Plus,4.13,48506.89,53,11,0,12,2
CLT-00426,+33 680 999535,Private Banking,45.94,257143.14,58,6,0,14,1
CLT-00427,+33 636 756343,Savings Plus,4.92,25281.2,35,22,1,37,1
CLT-00428,+33 658 617326,Savings Plus,8.35,13016.04,20,15,2,9,1
CLT-00429,+33 662 692882,Savings Plus,5.07,35903.93,64,35,1,24,0
CLT-00430,+33 637 656128,Premium Account,18.25,111532.65,58,47,2,24,1
CLT-00431,+33 672 955939,Checking,1.38,13045.16,22,48,1,32,8
CLT-00432,+33 688 803317,Savings Plus,8.12,40929.45,64,28,1,11,1
CLT-00433,+33 666 451436,Checking,3.57,12911.58,38,34,2,26,0
CLT-00434,+33 612 987077,Checking,0.91,78328.57,99,34,0,5,0
CLT-00435,+33 630 286635,Savings Plus,6.16,45846.32,18,33,1,46,1
CLT-00436,+33 634 675263,Savings Plus,6.76,5873.28,37,57,1,24,3
CLT-00437,+33 670 908934,Premium Account,20.58,81176.04,89,44,2,13,2
CLT-00438,+33 621 952972,Private Banking,43.49,141653.88,28,9,1,99,2
CLT-00439,+33 669 257504,Premium Account,22.19,71914.08,32,10,1,23,0
CLT-00440,+33 628 583929,Savings Plus,3.43,38798.65,25,16,1,39,2
CLT-00441,+33 640 164051,Savings Plus,7.75,30539.76,25,58,0,14,0
CLT-00442,+33 670 899234,Checking,2.22,3666.96,44,35,0,28,8
CLT-00443,+33 653 445875,Checking,0.0,11708.46,12,52,1,17,2
CLT-00444,+33 657 511830,Premium Account,17.84,70879.31,71,6,2,17,2
CLT-00445,+33 670 163585,Checking,3.92,3207.94,31,6,1,123,1
CLT-00446,+33 651 735872,Private Banking,47.8,213254.03,69,28,1,65,5
CLT-00447,+33 618 290442,Premium Account,22.04,67851.25,77,7,1,34,0
CLT-00448,+33 646 136696,Premium Account,16.91,55536.44,65,13,3,51,1
CLT-00449,+33 677 630902,Private Banking,43.52,133737.96,23,49,0,75,1
CLT-00450,+33 645 386031,Savings Plus,9.98,26230.36,54,5,0,2,1
CLT-00451,+33 630 332730,Checking,3.59,9597.97,30,50,0,28,3
CLT-00452,+33 610 137210,Premium Account,19.86,59695.47,78,8,1,7,0
CLT-00453,+33 667 945747,Checking,0.0,12680.83,46,8,3,24,0
CLT-00454,+33 652 116089,Checking,0.0,65788.92,133,36,0,4,3
CLT-00455,+33 659 264612,Private Banking,48.83,450870.15,51,8,1,1,3
CLT-00456,+33 668 739255,Premium Account,21.19,51388.67,56,34,0,28,5
CLT-00457,+33 673 488769,Premium Account,17.03,67533.35,63,20,3,20,0
CLT-00458,+33 620 303703,Savings Plus,9.27,37561.77,25,33,0,5,0
CLT-00459,+33 683 748125,Savings Plus,4.08,46187.47,31,37,1,82,0
CLT-00460,+33 627 400240,Premium Account,21.3,63909.76,36,47,0,47,2
CLT-00461,+33 652 438044,Checking,4.43,7290.9,33,53,2,5,0
CLT-00462,+33 624 944632,Premium Account,19.74,45702.0,75,5,0,27,0
CLT-00463,+33 658 268071,Checking,0.65,3812.33,33,12,0,2,0
CLT-00464,+33 631 824060,Private Banking,46.97,248801.5,54,17,2,22,1
CLT-00465,+33 690 512252,Checking,0.0,13229.75,46,25,1,19,0
CLT-00466,+33 653 312051,Premium Account,19.7,85340.48,67,13,0,13,0
CLT-00467,+33 669 257425,Premium Account,22.79,61475.42,46,13,1,41,3
CLT-00468,+33 624 432275,Checking,2.58,1087.23,29,18,1,22,5
CLT-00469,+33 625 200889,Premium Account,21.43,106445.04,43,20,2,10,0
CLT-00470,+33 657 181508,Checking,3.99,7444.32,29,6,2,41,1
CLT-00471,+33 644 780675,Savings Plus,4.31,22886.33,37,22,2,41,4
CLT-00472,+33 662 655505,Checking,0.09,51022.38,98,18,2,1,0
CLT-00473,+33 696 713249,Premium Account,21.07,93334.48,61,17,3,53,1
CLT-00474,+33 659 476973,Premium Account,20.66,70315.89,30,12,3,30,0
CLT-00475,+33 672 982010,Checking,0.0,7655.34,24,18,0,7,0
CLT-00476,+33 674 875408,Premium Account,21.22,87574.85,41,44,2,2,0
CLT-00477,+33 660 694524,Private Banking,44.12,209695.43,68,46,0,20,3
CLT-00478,+33 613 857822,Checking,3.94,2859.87,24,50,0,3,1
CLT-00479,+33 670 704813,Checking,4.87,11963.72,43,47,0,67,3
CLT-00480,+33 655 463237,Premium Account,17.42,69673.78,72,58,0,26,0
CLT-00481,+33 642 686528,Checking,4.91,9534.74,46,43,2,38,2
CLT-00482,+33 638 749197,Checking,2.73,13030.01,22,22,1,5,1
CLT-00483,+33 677 674731,Savings Plus,9.57,28048.39,26,54,1,32,1
CLT-00484,+33 619 661206,Checking,1.13,4342.81,20,19,0,28,0
CLT-00485,+33 621 100833,Checking,0.0,3049.82,18,31,1,8,0
CLT-00486,+33 613 712931,Checking,0.0,12744.0,42,27,0,38,6
CLT-00487,+33 646 509291,Checking,4.42,2757.29,37,9,1,32,1
CLT-00488,+33 661 993375,Checking,0.15,4468.66,16,20,0,31,0
CLT-00489,+33 693 141904,Checking,4.61,1624.5,44,46,0,20,1
CLT-00490,+33 675 815085,Premium Account,21.09,67162.38,40,26,2,9,0
CLT-00491,+33 677 408083,Savings Plus,6.11,39907.66,68,25,0,4,0
CLT-00492,+33 621 336240,Savings Plus,4.72,20588.3,58,54,1,14,0
CLT-00493,+33 626 588759,Checking,1.13,7845.86,15,19,3,3,3
CLT-00494,+33 664 462559,Premium Account,18.22,80517.69,51,23,3,44,4
CLT-00495,+33 662 288489,Premium Account,20.47,24953.49,33,17,1,34,0
CLT-00496,+33 679 928108,Checking,0.0,9448.36,44,34,0,21,0
CLT-00497,+33 691 938901,Private Banking,43.46,266048.24,79,32,3,126,1
CLT-00498,+33 654 593573,Savings Plus,4.5,34646.75,46,40,1,17,0
CLT-00499,+33 677 348098,Savings Plus,3.57,8374.93,38,41,1,46,1
CLT-00500,+33 637 508752,Premium Account,20.79,94959.62,33,5,1,3,0
CLT-00501,+33 659 782200,Checking,3.9,3219.21,29,29,0,1,2
CLT-00502,+33 628 465362,Premium Account,19.05,60860.08,63,33,1,76,0
CLT-00503,+33 698 586514,Private Banking,46.5,106366.52,34,35,0,13,1
CLT-00504,+33 673 857452,Premium Account,18.9,60216.91,36,54,2,6,0
CLT-00505,+33 645 109678,Premium Account,16.52,53221.28,78,11,2,97,1
CLT-00506,+33 623 206693,Checking,0.0,6225.19,22,12,1,15,1
CLT-00507,+33 656 516741,Premium Account,22.65,32532.6,30,39,1,5,1
CLT-00508,+33 612 639976,Premium Account,16.81,97519.13,68,18,0,33,2
CLT-00509,+33 635 598977,Savings Plus,6.64,36314.54,47,17,1,18,1
CLT-00510,+33 670 214880,Checking,4.02,9238.63,23,10,2,10,2
CLT-00511,+33 670 722793,Private Banking,44.88,212209.68,46,31,0,52,4
CLT-00512,+33 629 228050,Premium Account,22.15,48849.26,36,36,1,36,0
CLT-00513,+33 690 947055,Premium Account,18.71,32057.74,55,22,0,18,2
CLT-00514,+33 682 614998,Private Banking,44.93,255868.47,29,31,3,31,1
CLT-00515,+33 668 808805,Savings Plus,7.41,17901.14,56,18,1,11,1
CLT-00516,+33 666 320619,Premium Account,16.37,38786.07,80,59,1,21,5
CLT-00517,+33 635 767638,Savings Plus,4.59,34501.74,53,18,3,8,0
CLT-00518,+33 697 731306,Premium Account,17.11,56090.28,71,31,0,15,0
CLT-00519,+33 661 663989,Checking,2.35,5114.63,11,8,0,26,1
CLT-00520,+33 638 196389,Savings Plus,9.4,14372.6,59,17,3,22,0
CLT-00521,+33 632 192789,Checking,4.44,9680.03,17,5,0,29,0
CLT-00522,+33 686 608955,Savings Plus,5.47,12577.53,40,16,1,77,5
CLT-00523,+33 684 731692,Checking,2.56,60771.12,129,27,0,44,0
CLT-00524,+33 630 541166,Premium Account,19.41,49126.33,57,29,1,16,1
CLT-00525,+33 648 389895,Premium Account,19.04,83500.79,64,37,1,1,6
CLT-00526,+33 612 790435,Checking,4.27,9417.32,17,53,0,11,0
CLT-00527,+33 663 306686,Checking,4.99,6270.28,19,50,3,46,1
CLT-00528,+33 624 150655,Savings Plus,4.92,10412.86,59,35,1,77,0
CLT-00529,+33 635 561658,Checking,4.45,4879.74,15,39,0,3,2
CLT-00530,+33 641 652249,Checking,4.89,7064.89,30,31,0,4,0
CLT-00531,+33 686 939766,Premium Account,16.36,78135.13,52,27,1,8,4
CLT-00532,+33 679 205323,Checking,0.55,11503.53,23,35,3,38,1
CLT-00533,+33 688 652962,Premium Account,16.16,76325.61,44,50,0,2,0
CLT-00534,+33 650 405964,Savings Plus,8.27,12728.89,48,11,3,23,1
CLT-00535,+33 619 488484,Premium Account,18.15,70614.82,65,35,2,3,2
CLT-00536,+33 659 693442,Checking,0.0,14660.41,21,31,0,24,1
CLT-00537,+33 613 606661,Checking,2.35,45917.37,135,22,2,17,2
CLT-00538,+33 692 231226,Premium Account,20.61,109428.93,42,31,0,2,0
CLT-00539,+33 697 992079,Checking,0.11,9048.19,28,56,1,27,0
CLT-00540,+33 621 676928,Premium Account,18.32,94628.18,33,39,2,38,0
CLT-00541,+33 696 575482,Checking,1.53,43448.0,60,41,1,1,1
CLT-00542,+33 644 382351,Checking,4.26,828.48,31,38,1,24,0
CLT-00543,+33 676 777977,Premium Account,18.41,117422.08,53,34,3,9,0
CLT-00544,+33 632 239573,Savings Plus,9.51,5887.35,17,9,0,8,2
CLT-00545,+33 664 134079,Private Banking,45.63,261897.3,46,21,0,4,0
CLT-00546,+33 620 147843,Checking,0.0,63635.96,99,15,0,2,2
CLT-00547,+33 674 265725,Private Banking,47.39,262010.69,62,10,1,6,1
CLT-00548,+33 648 139540,Checking,2.57,4288.82,28,16,1,2,4
CLT-00549,+33 662 888234,Savings Plus,8.26,16615.47,59,38,0,7,1
CLT-00550,+33 647 330761,Premium Account,18.58,35486.44,82,23,0,32,16
CLT-00551,+33 697 780821,Private Banking,45.67,430092.29,71,36,3,23,5
CLT-00552,+33 674 804847,Private Banking,44.4,494464.53,42,48,0,21,2
CLT-00553,+33 693 786160,Savings Plus,7.68,25176.1,62,37,0,20,0
CLT-00554,+33 698 247459,Checking,0.35,9393.71,39,39,0,12,0
CLT-00555,+33 621 456452,Savings Plus,5.42,20613.2,50,7,0,20,1
CLT-00556,+33 691 579966,Checking,0.0,13025.46,11,38,0,144,5
CLT-00557,+33 646 422028,Checking,0.0,11267.25,19,47,0,24,3
CLT-00558,+33 671 864125,Checking,2.08,1113.92,44,8,0,107,1
CLT-00559,+33 665 685848,Premium Account,20.6,111321.61,73,54,0,23,3
CLT-00560,+33 692 816221,Savings Plus,4.0,34007.24,19,53,3,69,3
CLT-00561,+33 683 127197,Premium Account,22.98,51569.69,34,37,0,83,2
CLT-00562,+33 667 912056,Premium Account,20.88,102903.83,39,15,2,27,4
CLT-00563,+33 648 448909,Checking,1.93,7105.2,47,58,0,5,2
CLT-00564,+33 651 332845,Checking,2.77,10473.64,11,26,0,10,1
CLT-00565,+33 689 340883,Premium Account,21.73,36341.66,39,47,1,7,0
CLT-00566,+33 639 984537,Savings Plus,5.47,48197.41,23,31,0,31,0
CLT-00567,+33 623 640899,Private Banking,49.49,480259.55,69,24,0,27,3
CLT-00568,+33 649 784651,Premium Account,22.61,102998.66,38,12,0,40,0
CLT-00569,+33 675 583658,Premium Account,18.46,47053.96,78,29,0,18,1
CLT-00570,+33 610 489828,Checking,2.52,8190.79,17,8,0,57,0
CLT-00571,+33 651 227253,Checking,3.57,1300.43,42,33,1,22,0
CLT-00572,+33 618 187083,Private Banking,44.47,373157.86,27,36,1,53,0
CLT-00573,+33 682 228860,Savings Plus,9.16,44772.68,65,27,1,5,0
CLT-00574,+33 676 379968,Checking,4.75,12976.23,20,6,0,5,0
CLT-00575,+33 612 251643,Savings Plus,5.54,33172.2,63,27,3,28,0
CLT-00576,+33 679 658718,Savings Plus,9.87,19720.05,21,15,0,3,1
CLT-00577,+33 685 923720,Savings Plus,4.97,24324.05,52,21,0,65,5
CLT-00578,+33 627 438781,Checking,3.88,8022.81,23,21,2,5,3
CLT-00579,+33 613 595576,Checking,2.2,8469.62,33,20,0,70,4
CLT-00580,+33 696 306226,Savings Plus,4.23,7895.7,34,53,1,9,0
CLT-00581,+33 633 257215,Premium Account,16.71,112943.74,48,56,2,123,2
CLT-00582,+33 631 411942,Checking,1.51,2646.48,10,22,3,3,5
CLT-00583,+33 662 391905,Premium Account,18.69,95213.83,70,44,2,35,1
CLT-00584,+33 673 348877,Checking,3.54,9398.85,27,5,1,12,1
CLT-00585,+33 646 160573,Private Banking,46.72,329787.06,48,54,1,39,0
CLT-00586,+33 691 507144,Checking,0.0,6722.7,38,20,1,26,2
CLT-00587,+33 666 498617,Checking,0.0,12616.68,34,22,1,39,0
CLT-00588,+33 667 314443,Savings Plus,5.13,39592.85,18,14,0,24,0
CLT-00589,+33 626 606432,Checking,0.0,4307.3,38,26,0,36,0
CLT-00590,+33 680 352073,Savings Plus,6.04,31118.31,19,53,0,6,2
CLT-00591,+33 624 219934,Savings Plus,8.6,14131.39,65,46,2,1,1
CLT-00592,+33 647 416827,Checking,4.24,10592.59,20,50,1,10,4
CLT-00593,+33 697 620254,Savings Plus,4.15,28215.07,64,46,0,41,2
CLT-00594,+33 642 678161,Checking,0.0,6598.24,10,47,0,23,1
CLT-00595,+33 625 211501,Checking,0.04,12906.28,39,54,1,2,0
CLT-00596,+33 686 826980,Checking,0.9,83102.06,108,51,3,5,2
CLT-00597,+33 645 278468,Premium Account,16.73,118300.55,69,50,0,2,0
CLT-00598,+33 698 797169,Premium Account,21.6,26856.01,82,40,3,15,5
CLT-00599,+33 676 240311,Checking,4.27,13352.81,37,57,3,32,5
CLT-00600,+33 664 425836,Savings Plus,9.28,33815.33,58,8,1,7,1
CLT-00601,+33 639 777596,Private Banking,48.32,114719.76,42,9,0,2,0
CLT-00602,+33 664 408989,Checking,3.21,35601.36,141,30,3,6,0
CLT-00603,+33 684 318520,Savings Plus,9.13,38582.3,59,33,0,3,1
CLT-00604,+33 629 264964,Savings Plus,9.96,8943.03,69,52,1,8,1
CLT-00605,+33 620 721633,Premium Account,21.74,101177.41,55,12,0,94,4
CLT-00606,+33 620 819955,Savings Plus,5.9,34681.57,36,46,1,37,1
CLT-00607,+33 682 562383,Premium Account,21.28,103034.68,29,9,1,45,2
CLT-00608,+33 670 554303,Premium Account,18.87,40190.72,47,51,1,16,0
CLT-00609,+33 656 812646,Savings Plus,6.68,35902.59,28,41,3,29,0
CLT-00610,+33 636 167951,Savings Plus,6.31,44329.62,43,25,0,12,0
CLT-00611,+33 672 190094,Savings Plus,4.54,45013.9,66,48,1,51,0
CLT-00612,+33 698 501530,Checking,1.6,87454.56,112,18,1,39,0
CLT-00613,+33 651 743988,Savings Plus,8.78,35286.18,33,12,0,15,2
CLT-00614,+33 627 495743,Checking,2.25,2901.45,29,44,0,24,0
CLT-00615,+33 644 334512,Checking,0.0,14417.3,29,13,2,4,3
CLT-00616,+33 685 368264,Savings Plus,8.44,43130.78,16,51,0,16,0
CLT-00617,+33 633 893248,Premium Account,19.25,33837.07,76,39,0,9,0
CLT-00618,+33 665 602078,Private Banking,44.85,5761.1,7,48,1,14,7
CLT-00619,+33 637 605343,Checking,0.12,635.35,39,14,1,24,0
CLT-00620,+33 682 185400,Checking,0.0,4092.8,22,35,0,13,1
CLT-00621,+33 643 834503,Premium Account,17.03,89274.15,63,7,1,1,2
CLT-00622,+33 633 849165,Savings Plus,6.21,20616.39,40,28,0,14,1
CLT-00623,+33 697 547803,Checking,0.0,4978.51,10,22,3,4,1
CLT-00624,+33 671 763815,Checking,0.0,12088.64,25,59,1,42,1
CLT-00625,+33 622 585306,Premium Account,19.51,36027.25,68,50,1,21,1
CLT-00626,+33 639 534035,Checking,0.0,14275.5,29,57,1,49,2
CLT-00627,+33 655 509928,Savings Plus,8.73,41716.9,62,11,1,8,0
CLT-00628,+33 660 447979,Savings Plus,9.0,43436.63,58,43,2,1,2
CLT-00629,+33 672 953894,Checking,3.21,40948.85,134,58,1,5,1
CLT-00630,+33 689 285367,Premium Account,22.47,35168.56,32,25,0,39,0
CLT-00631,+33 675 298091,Checking,0.0,13211.53,46,28,0,1,1
CLT-00632,+33 650 385590,Private Banking,43.67,255303.48,43,32,0,26,2
CLT-00633,+33 668 613434,Premium Account,16.94,22766.42,27,49,0,18,1
CLT-00634,+33 688 814589,Checking,1.41,5320.02,44,20,0,8,6
CLT-00635,+33 672 663258,Checking,1.66,42809.23,132,24,3,30,0
CLT-00636,+33 616 568703,Checking,3.6,1707.69,13,18,1,22,0
CLT-00637,+33 674 437094,Checking,4.81,73138.34,114,8,0,39,0
CLT-00638,+33 657 894871,Savings Plus,6.01,43012.85,60,58,3,8,0
CLT-00639,+33 659 470426,Savings Plus,9.66,22219.5,29,46,1,7,3
CLT-00640,+33 644 988929,Checking,0.39,55506.91,121,22,0,4,0
CLT-00641,+33 636 337109,Savings Plus,8.08,17937.33,50,23,2,26,3
CLT-00642,+33 631 517989,Checking,0.0,3244.94,16,38,1,17,5
CLT-00643,+33 627 422609,Checking,3.05,11131.47,42,20,2,3,0
CLT-00644,+33 647 928841,Checking,1.93,95204.93,122,36,0,88,0
CLT-00645,+33 645 482281,Savings Plus,9.87,20556.37,53,26,2,6,5
CLT-00646,+33 648 976290,Premium Account,16.26,57150.24,53,49,1,52,0
CLT-00647,+33 614 855808,Premium Account,20.28,46253.92,65,12,3,8,0
CLT-00648,+33 627 146506,Savings Plus,9.93,11692.15,40,32,1,25,0
CLT-00649,+33 623 861444,Checking,0.0,6238.62,21,6,1,18,2
CLT-00650,+33 676 585861,Checking,0.0,8234.13,37,29,1,26,0
CLT-00651,+33 630 507021,Checking,0.18,2144.76,29,28,1,31,1
CLT-00652,+33 690 176655,Checking,2.68,1588.8,26,36,2,18,0
CLT-00653,+33 666 967168,Checking,4.56,2922.05,13,38,0,73,0
CLT-00654,+33 643 843097,Savings Plus,7.56,46071.5,65,31,0,4,2
CLT-00655,+33 626 167166,Checking,3.87,79310.03,100,49,1,2,0
CLT-00656,+33 613 696703,Checking,3.09,874.35,11,41,0,54,0
CLT-00657,+33 627 604655,Premium Account,21.87,58954.6,30,32,0,14,3
CLT-00658,+33 696 201982,Premium Account,16.92,110780.21,89,49,2,120,1
CLT-00659,+33 640 750275,Private Banking,44.13,299830.15,51,9,0,42,0
CLT-00660,+33 671 225037,Premium Account,17.07,104594.9,86,32,1,11,1
CLT-00661,+33 634 198912,Savings Plus,9.06,15390.55,35,37,0,49,4
CLT-00662,+33 626 518729,Savings Plus,6.56,24658.01,67,46,1,27,2
CLT-00663,+33 618 892721,Checking,4.34,10850.23,44,29,0,13,2
CLT-00664,+33 635 192145,Premium Account,22.43,88880.86,75,28,2,24,2
CLT-00665,+33 622 675465,Checking,0.44,7865.5,28,33,1,51,0
CLT-00666,+33 621 350913,Savings Plus,9.17,29902.92,53,58,0,52,0
CLT-00667,+33 655 735163,Checking,1.24,13198.02,21,52,0,3,0
CLT-00668,+33 668 476991,Premium Account,17.41,32837.82,88,39,0,3,0
CLT-00669,+33 658 832309,Savings Plus,6.9,40693.93,23,13,0,1,0
CLT-00670,+33 628 217071,Checking,2.54,14452.1,18,5,0,66,0
CLT-00671,+33 620 890225,Private Banking,44.42,162993.15,46,42,0,34,2
CLT-00672,+33 640 216648,Premium Account,18.76,22251.88,32,12,1,37,2
CLT-00673,+33 687 382777,Checking,1.55,9187.62,25,51,0,11,2
CLT-00674,+33 661 558949,Premium Account,20.83,42560.92,34,42,1,32,3
CLT-00675,+33 675 524834,Checking,3.23,4466.47,36,44,2,19,0
CLT-00676,+33 655 422180,Premium Account,21.99,46660.57,61,45,0,30,4
CLT-00677,+33 610 140887,Savings Plus,3.81,49629.66,46,48,0,12,2
CLT-00678,+33 647 761668,Premium Account,22.82,106849.95,72,19,3,40,0
CLT-00679,+33 638 863090,Private Banking,44.12,365918.04,70,5,1,11,0
CLT-00680,+33 649 927115,Savings Plus,9.14,19714.51,46,7,2,65,0
CLT-00681,+33 628 776895,Savings Plus,4.26,40387.56,23,13,0,10,9
CLT-00682,+33 651 913011,Checking,0.0,14550.14,27,23,0,1,1
CLT-00683,+33 654 503817,Checking,0.0,14889.56,38,14,1,53,1
CLT-00684,+33 620 701122,Premium Account,19.63,44668.19,84,51,0,1,1
CLT-00685,+33 692 170690,Premium Account,21.88,106349.19,40,13,0,96,0
CLT-00686,+33 643 576086,Premium Account,16.83,65250.84,47,29,3,9,1
CLT-00687,+33 689 680666,Savings Plus,6.73,45425.4,53,38,0,48,2
CLT-00688,+33 648 649443,Premium Account,20.21,115986.54,78,14,2,39,1
CLT-00689,+33 676 723676,Checking,0.0,13025.8,30,28,0,2,0
CLT-00690,+33 681 441096,Checking,0.0,752.66,14,45,0,3,4
CLT-00691,+33 647 558548,Checking,0.0,30707.47,124,11,0,5,1
CLT-00692,+33 697 323977,Premium Account,17.91,46697.18,77,28,0,1,0
CLT-00693,+33 665 892760,Savings Plus,3.42,36497.58,52,36,0,12,0
CLT-00694,+33 680 634716,Premium Account,21.73,58603.35,26,23,0,13,0
CLT-00695,+33 661 990310,Checking,2.62,94164.79,88,41,1,8,1
CLT-00696,+33 656 744545,Savings Plus,5.33,40461.98,38,12,3,34,0
CLT-00697,+33 610 430757,Premium Account,21.91,67699.65,37,22,1,6,3
CLT-00698,+33 655 628343,Checking,1.2,13429.68,11,53,1,38,4
CLT-00699,+33 650 527939,Checking,1.91,14160.92,45,29,2,40,5
CLT-00700,+33 615 614912,Savings Plus,8.05,20431.43,21,17,1,47,1
